,Bottle Name,Type,Winery,Designation,Region,Province,Country,Price,Rating,Sommelier,Sommelier Twitter Handle,Description,City Country,Longitude,Latitude
338,Boekenhoutskloof 2008 Sémillon (Franschhoek),Sémillon,Boekenhoutskloof,,,Franschhoek,South Africa,29.0,90.0,Lauren Buzzeo,@laurbuzz,"A gorgeous wine that showcases the greatness Sémillon has to offer. Green apple, pear and stone fruit all abound on the nose, with interesting notes of yellow flowers and soft toast adding depth to the bouquet. Orange citrus and well-integrated oak notes flesh out in the mouth and linger.","Franschhoek, South Africa",19.119444,-33.909167
339,Agrina 2012 Portuguiser Blauer Portugieser (Fruška Gora),Blauer Portugieser,Agrina,Portuguiser,,Fruška Gora,Serbia,16.0,87.0,Jeff Jenssen,@worldwineguys,"This semi-dry red wine is garnet in color, with aromas of red cherry and red raspberry plus lifted top notes of eucalyptus and mint. In the mouth, flavors of red raspberry and black currant shine brightly before the juicy finish.","Fruška Gora, Serbia",19.71583,45.16389
340,Agrina 2014 Portuguiser (Fruška Gora),Portuguiser,Agrina,,,Fruška Gora,Serbia,15.0,86.0,Jeff Jenssen,@worldwineguys,"This Serbian 100% Portuguiser offers scents of dried cherry, dried herbs and fresh tarragon, and follows up with tastes of red plum and dried strawberry.","Fruška Gora, Serbia",19.71583,45.16389
341,Agrina 2014 Portuguiser (Fruška Gora),Portuguiser,Agrina,,,Fruška Gora,Serbia,15.0,86.0,Jeff Jenssen,@worldwineguys,"This Serbian 100% Portuguiser offers scents of dried cherry, dried herbs and fresh tarragon, and follows up with tastes of red plum and dried strawberry.","Fruška Gora, Serbia",19.71583,45.16389
342,Emilio Rojo 2009 Blanco White (Ribeiro),White Blend,Emilio Rojo,Blanco,Ribeiro,Galicia,Spain,53.0,93.0,Michael Schachner,@wineschach,"The iconoclastic Emilio Rojo produces this five-grape blend from terraced vineyards located in inland Galicia. The wine is lush, rich and shows barrel characteristics and depth. The nose is toasty and alluring, but the real play comes in the mouth, which is healthy as an ox, with layered flavors of baked apple, tropical fruits and honey. Long on the finish, with an appealing texture and fine acidity. In perfect condition now; drink through 2013.","Galicia, Spain",-7.863112,42.61946
343,Adegas Gran Vinum 2014 Selección Especial Albariño (Rías Baixas),Albariño,Adegas Gran Vinum,Selección Especial,Rías Baixas,Galicia,Spain,27.0,93.0,Michael Schachner,@wineschach,"This gorgeous Albariño opens with elegant aromas of white flowers, peach and minerals. There's ample acidity, body and flow to the palate, while flavors of nectarine, tangerine and lemon are top-shelf. A long-lasting, clean-as-polished-glass finish confirms excellent overall quality.","Galicia, Spain",-7.863112,42.61946
344,As Laxas 2014 Albariño (Rías Baixas),Albariño,As Laxas,,Rías Baixas,Galicia,Spain,22.0,92.0,Michael Schachner,@wineschach,"Pure minerals, peach and melon aromas come with a hint of leesy dust. This wine is elegant, chiseled and minerally on the palate. Flavors of dusty apple and citrus end long and stony, with class. Laxas is a top-flight Albariño producer and this vintage is one of its best. Drink now.","Galicia, Spain",-7.863112,42.61946
345,Jezreel 2014 Kerem Kedesh Syrah (Galil),Syrah,Jezreel,Kerem Kedesh,,Galil,Israel,40.0,91.0,Mike DeSimone,@worldwineguys,"Dark violet in the glass, this wine has aromas of blackberry and smoked meat. Hefty but not overpowering tannins create a backdrop for flavors of black plum, cassis, toffee, juniper and chocolate covered coffee bean. Fruit flavors and a plush mouthfeel power through the smooth toffee-laced finish.","Galil, Israel",34.85331,32.34109
346,Barkan 2012 Reserve Cabernet Sauvignon (Galil),Cabernet Sauvignon,Barkan,Reserve,,Galil,Israel,25.0,89.0,Mike DeSimone,@worldwineguys,"This wine offers a tight nose of cherry cola and petrol. It opens on the palate by featuring flavors of smoked meat, eucalyptus, cherry, and ripe peach. Lush tannins contribute a fatty umami sensation to the palate.","Galil, Israel",34.85331,32.34109
347,Barkan 2013 Classic Cabernet Sauvignon (Galil),Cabernet Sauvignon,Barkan,Classic,,Galil,Israel,12.0,89.0,Mike DeSimone,@worldwineguys,"Aromas of black cherry, smoked meat and thyme prepare the taste buds for flavors of black cherry, smoked meat, oregano, and lemon zest with notes of dark chocolate. Soft yet persistent tannins coat the palate, culminating in a delightfully bright finish.","Galil, Israel",34.85331,32.34109
348,Recanati 2011 Reserve David Vineyard Cabernet Sauvignon (Galilee),Cabernet Sauvignon,Recanati,Reserve David Vineyard,,Galilee,Israel,25.0,94.0,Mike DeSimone,@worldwineguys,"Inky red-violet to the eye, this wine has an intense nose of blackberry, toast and chocolate. Tannins are strong yet well matched by rich flavors of strawberry, raspberry, cranberry, smoke, orange zest and violet. It is full-figured on the palate, with a smooth yet zesty finish.","Galilee, Israel",35.19146,32.73568
349,Golan Heights Winery 2011 Yarden Cabernet Sauvignon (Galilee),Cabernet Sauvignon,Golan Heights Winery,Yarden,,Galilee,Israel,33.0,93.0,Mike DeSimone,@worldwineguys,"Violet-red in the glass, this wine has a nose of blackberries and gingerbread spice. It is well balanced, with equal amounts of velvety tannins and refreshing brightness cavorting on the palate. Pronounced flavors of blackberry, aniseed, smoke, flint and thyme are accentuated by notes of mint tea.","Galilee, Israel",35.19146,32.73568
350,Recanati 2012 Reserve Red (Galilee),Red Blend,Recanati,Reserve,,Galilee,Israel,56.0,93.0,Mike DeSimone,@worldwineguys,"A co-fermented blend of 97% Syrah and 3% Viognier, this wine has a bouquet of black cherry, chocolate covered espresso bean and rose petal. It is a nicely crafted wine that offers flavors of blackberry, cranberry, sambuca and sage. Velvety tannins persist through a long lasting finish that is punctuated by bursts of fresh fruit.","Galilee, Israel",35.19146,32.73568
351,Teliani Valley 2015 Semi-Sweet Khvanchkara Red (Georgia),Red Blend,Teliani Valley,Semi-Sweet Khvanchkara,,Georgia,Georgia,20.0,90.0,Mike DeSimone,@worldwineguys,"A bouquet of cherry, white chocolate and juniper berry sets the stage for flavors of raspberry, blackberry, blueberry pie and baking spices. It is smooth in the mouth, with a sense of soft sweetness that is neither overpowering nor cloying, bolstered by a pervasive backbone of acidity.","Georgia, Georgia",-83.7359541,31.6222967
352,Teliani Valley 2015 Semi-Sweet Khvanchkara Red (Georgia),Red Blend,Teliani Valley,Semi-Sweet Khvanchkara,,Georgia,Georgia,20.0,90.0,Mike DeSimone,@worldwineguys,"A bouquet of cherry, white chocolate and juniper berry sets the stage for flavors of raspberry, blackberry, blueberry pie and baking spices. It is smooth in the mouth, with a sense of soft sweetness that is neither overpowering nor cloying, bolstered by a pervasive backbone of acidity.","Georgia, Georgia",-83.7359541,31.6222967
353,Doqi 2014 Saperavi (Georgia),Saperavi,Doqi,,,Georgia,Georgia,20.0,89.0,Mike DeSimone,@worldwineguys,"This red-violet-colored wine has a bouquet of raspberry and lingonberry. Velvety tannins create a backdrop for flavors of blackberry, cranberry, vanilla and fennel. Notes of cranberry shine through on the bright finish.","Georgia, Georgia",-83.7359541,31.6222967
354,Loosen Bros. NV Dr. L Sparkling Riesling (Germany),Riesling,Loosen Bros.,Dr. L Sparkling,,Germany,Germany,16.0,91.0,Anna Lee C. Iijima,,"Exuberant green floral perfume, melon and peach abound on this profoundly aromatic sparkler. It's delicate in mousse with soft, persistent bubbles and deeply penetrating flavors of stone fruit and tangerine. Vibrant and spine-tingling, it's a remarkably elegant sekt with a gentle price tag.","Germany, Germany",10.4478313,51.1638175
355,J. Bäumer 2015 Rhein Riesling (Germany),Riesling,J. Bäumer,Rhein,,Germany,Germany,19.0,89.0,Anna Lee C. Iijima,,"Initially plush, rounded sweet yellow apple and lemon drop flavors get a kick of acidity on the midpalate of this bright, fruity wine. Fresh and precisely framed, its finish is piercing and linear. Drink now through 2019.","Germany, Germany",10.4478313,51.1638175
356,Raumland 2008 Cuvée Katharina Brut Sparkling (Germany),Sparkling Blend,Raumland,Cuvée Katharina Brut,,Germany,Germany,40.0,89.0,Anna Lee C. Iijima,,"Extended lees ageing lends rich brioche and caramel notes to this delicately floral sparkling wine. On the palate, tangerine pith and fresh apple meld in a soft, creamy foam, finishing long, with a lingering yeastiness and sharp line of lemon-lime acidity.","Germany, Germany",10.4478313,51.1638175
357,Millton 2015 Te Arai Vineyard Chenin Blanc (Gisborne),Chenin Blanc,Millton,Te Arai Vineyard,,Gisborne,New Zealand,30.0,91.0,Joe Czerwinski,@JoeCz,"This biodynamic wine is a study in contrasts. Non-fruit aromas of wax, paraffin and lanolin are offset by bright pineapple flavors, while a long, zesty finish balances the wine's ample weight and slightly creamy texture. Delicious now, it should drink well through at least 2022.","Gisborne, New Zealand",178.0206487,-38.661326
358,Millton 2006 Opou Vineyard Riesling (Gisborne),Riesling,Millton,Opou Vineyard,,Gisborne,New Zealand,22.0,90.0,Joe Czerwinski,@JoeCz,"For a wine with only 9% alcohol, this is surprisingly full bodied, with plenty of weight and richness. A bit of kerosene marks the nose, alongside scents of spice and bergamot, while the flavors run toward apple and citrus. It's a bit sweet (29 g/l residual sugar), but balanced by decent acidity, and it ends in a long, mouthcoating finish. Drink now–2015, possibly longer.","Gisborne, New Zealand",178.0206487,-38.661326
359,Coopers Creek 2014 Chardonnay (Gisborne),Chardonnay,Coopers Creek,,,Gisborne,New Zealand,15.0,90.0,Joe Czerwinski,@JoeCz,"For years, Gisborne was known as the Chardonnay capital of New Zealand, so it's nice to see that region's product being given some overdue international recognition via this label. In the glass, the wine is subtly toasty and mealy, yet loaded with peach and citrus fruit, carried by plenty of weight and a full, rich, velvety texture. Drink now.","Gisborne, New Zealand",178.0206487,-38.661326
360,Urlar 2015 Sauvignon Blanc (Gladstone),Sauvignon Blanc,Urlar,,,Gladstone,New Zealand,16.0,91.0,Joe Czerwinski,@JoeCz,"Fig, nectarine and grapefruit notes mark this as a ripe style, without much of the herbal pungency found in Sauvignon Blancs from Marlborough. It's medium bodied, with a silky mouthfeel and a long, harmonious finish. Drink now.","Gladstone, New Zealand",175.658192,-41.0773358
361,Bazelet HaGolan 2009 Reserve Cabernet Sauvignon (Golan Heights),Cabernet Sauvignon,Bazelet HaGolan,Reserve,,Golan Heights,Israel,60.0,91.0,Lauren Buzzeo,@laurbuzz,"Lush and decadent, this starts off with such an opulent bouquet of jammy black fruit and sultry spice. Rich and mouthfilling, it boasts a creamy yet firm texture with supporing tannins and a seemingly endless finish. Notes of tobacco, leather and intense wood-driven spice all mingle seamlessly with the dark fruit core. Drinkable now, but this should age well through 2017.","Golan Heights, Israel",35.7392885,33.0408017
362,Bazelet HaGolan 2012 Cabernet Sauvignon (Golan Heights),Cabernet Sauvignon,Bazelet HaGolan,,,Golan Heights,Israel,40.0,91.0,Mike DeSimone,@worldwineguys,"Restrained aromas of black plum barely set the stage for flavors of dark plum, cherry-vanilla, mint eucalyptus and ground black pepper. Fruit flavors are soft, but the minty notes never overpower brightness and acidity. Tannins are just shy of opulent, and the finish is marked by a note of tart apple crispness.","Golan Heights, Israel",35.7392885,33.0408017
363,Bazelet HaGolan 2010 Merlot (Golan Heights),Merlot,Bazelet HaGolan,,,Golan Heights,Israel,40.0,87.0,Lauren Buzzeo,@laurbuzz,"Although the alcohol is relatively high, it's balanced by the wine's rich and ripe fruit core and soft tannic structure. The nose needs time to fully open up, revealing intense black-plum and cherry aromas. Jammy and full on the palate, this has a hint of black pepper on the close.","Golan Heights, Israel",35.7392885,33.0408017
364,Kabaj 2006 Cuvée Morel Red (Goriska Brda),Bordeaux-style Red Blend,Kabaj,Cuvée Morel,,Goriska Brda,Slovenia,40.0,90.0,Anna Lee C. Iijima,,"A noble tribute to his Bordeaux training, winemaker Jean Michel Morel's namesake blend is beautifully concentrated with rich, sweet black fruit, with hints of violet, savory mushroom, cured meat and clay. A textured and powerful wine with vibrant acidity, it finishes long, with a swathe of velvety tannins.","Goriska Brda, Slovenia",13.5310028,45.9997652
365,Kabaj 2011 Ravan Sauvignonasse (Goriska Brda),Sauvignonasse,Kabaj,Ravan,,Goriska Brda,Slovenia,25.0,90.0,Jeff Jenssen,@worldwineguys,"Ravan is the local Slovenian name for the Friulano grape. This tasty wine is medium gold to dark straw in color with aromas of honeysuckle, passion fruit and freshly baked apple pie. The finish is pleasantly astringent with lingering flavors of hazelnut. It's perfect to pair with game birds such as duck or quail.","Goriska Brda, Slovenia",13.5310028,45.9997652
366,Colliano 2013 Estate Bottled Ribolla Gialla (Goriska Brda),Ribolla Gialla,Colliano,Estate Bottled,,Goriska Brda,Slovenia,15.0,90.0,Jeff Jenssen,@worldwineguys,"This Slovenian Ribolla Gialla has aromas of peach and vanilla, with flavors of freshly baked peach pie, canned apricots and green apple. It is soft on entry, rounded in the mouth and shows good minerality on the finish.","Goriska Brda, Slovenia",13.5310028,45.9997652
367,Boutari 2008 Filiria Red (Goumenissa),Red Blend,Boutari,Filiria,,Goumenissa,Greece,35.0,89.0,Susan Kostrzewa,@suskostrzewa,"Black cherry, violet and pepper on the nose lead into a spirited red blend of spicy pepper, leather and red fruit. Ageable and elegant, this wine balances indigenous character with accessible style.","Goumenissa, Greece",22.4519413,40.9466441
368,Chatzivariti 2010 Eurynome Red Dry Wine Xinomavro-Negoska Red (Goumenissa),Red Blend,Chatzivariti,Eurynome Red Dry Wine Xinomavro-Negoska,,Goumenissa,Greece,27.0,87.0,Susan Kostrzewa,@suskostrzewa,"This wine begins with rustic charm, and it features notes of olive, cigar box and cedar, followed by equally earthy flavors of spicebox, tomato, vanilla and pepper. The sturdy tannins and texture are softened by a wave of red fruit. Pair this with grilled lamb or burgers.","Goumenissa, Greece",22.4519413,40.9466441
369,Chatzivariti 2010 Eurynome Red Dry Wine Xinomavro-Negoska Red (Goumenissa),Red Blend,Chatzivariti,Eurynome Red Dry Wine Xinomavro-Negoska,,Goumenissa,Greece,27.0,87.0,Susan Kostrzewa,@suskostrzewa,"This wine begins with rustic charm, and it features notes of olive, cigar box and cedar, followed by equally earthy flavors of spicebox, tomato, vanilla and pepper. The sturdy tannins and texture are softened by a wave of red fruit. Pair this with grilled lamb or burgers.","Goumenissa, Greece",22.4519413,40.9466441
370,Tsantali 2015 Kanenas White (Greece),White Blend,Tsantali,Kanenas,,Greece,Greece,19.0,91.0,Susan Kostrzewa,@suskostrzewa,Floral and exotic fruit aromas are followed by an elegant balance of white peach and citrus fruit flavors in this layered white. The wine is complex but lifted with refreshing acidity. The finish is a combination of lush fruit and spice.,"Greece, Greece",21.9877132,38.9953683
371,Tsantali 2015 Kanenas Rosé (Greece),Rosé,Tsantali,Kanenas,,Greece,Greece,19.0,89.0,Susan Kostrzewa,@suskostrzewa,"This rosé starts with scents of anise, pepper and spice, followed by an earthy array of spice and cranberry and cherry flavors. Exotic but refined, the wine will pair well with aged cheeses and beef.","Greece, Greece",21.9877132,38.9953683
372,Domaine Sigalas NV Apiliotis Mandilaria (Greece),Mandilaria,Domaine Sigalas,Apiliotis,,Greece,Greece,25.0,87.0,Susan Kostrzewa,@suskostrzewa,"Deep black cassis fruit, cedar and cigarbox aromas are followed by flavors of thick kirsch, anise and raspberry. Very fruity and lush, this red has an opulent character and would be tasty over ice cream.","Greece, Greece",21.9877132,38.9953683
373,Neil Ellis 2000 Sauvignon Blanc (Groenekloof),Sauvignon Blanc,Neil Ellis,,,Groenekloof,South Africa,15.0,90.0,,,"Fat-bodied but tangy, with grapefruit and lime aromas and flavors. A touch of figginess and a tangerine note on the palate balance the flavor profile. There's lovely texture—quite full for Sauvignon Blanc—and a long ripe finish.","Groenekloof, South Africa",26.37684,-32.85739
374,Neil Ellis 2004 Vineyard Selection Syrah (Groenekloof),Syrah,Neil Ellis,Vineyard Selection,,Groenekloof,South Africa,43.0,90.0,Susan Kostrzewa,@suskostrzewa,"The nose on this is an eye-opener, with its opulent berries, mocha spice and smoked meat. The flavors are delicious and subtle, offering crisp minerality, soft fruit and pepper in a successful blend.","Groenekloof, South Africa",26.37684,-32.85739
375,Neil Ellis 2004 Shiraz (Groenekloof),Shiraz,Neil Ellis,,,Groenekloof,South Africa,23.0,88.0,Susan Kostrzewa,@suskostrzewa,"Warming spices and smoke on the nose lead into an elegant balance of juicy berry, firm tannins and pepper. There's an earthy backbone to the wine but overall, it's bright and approachable. Pair with grilled meats.","Groenekloof, South Africa",26.37684,-32.85739
376,Bernard Magrez 2014 Excelcio Syrah-Grenache (Guerrouane),Syrah-Grenache,Bernard Magrez,Excelcio,,Guerrouane,Morocco,40.0,90.0,Mike DeSimone,@worldwineguys,"Dark cherry in the glass, this wine offers aromas of raspberry, chocolate and tobacco. Smooth tannins create a framework for flavors of black cherry, white chocolate, violet and anise. It is soft in the mouth, and an almost warm feeling peels away at the last moment to reveal a burst of cranberry and spice on the finish.","Guerrouane, Morocco",,
377,Bernard Magrez 2010 Kahina Syrah-Grenache (Guerrouane),Syrah-Grenache,Bernard Magrez,Kahina,,Guerrouane,Morocco,30.0,86.0,Anna Lee C. Iijima,,"This powerful blend of Moroccan Syrah and Grenache is intense and fruity, and it bears ripe black-cherry, plum and blackberry flavors, tinged with chocolate, cherry cordial and granite notes. Soft tannins on the midpalate add texture to this dense, richly structured wine.","Guerrouane, Morocco",,
378,Bernard Magrez 2010 Kahina Syrah-Grenache (Guerrouane),Syrah-Grenache,Bernard Magrez,Kahina,,Guerrouane,Morocco,30.0,86.0,Anna Lee C. Iijima,,"This powerful blend of Moroccan Syrah and Grenache is intense and fruity, and it bears ripe black-cherry, plum and blackberry flavors, tinged with chocolate, cherry cordial and granite notes. Soft tannins on the midpalate add texture to this dense, richly structured wine.","Guerrouane, Morocco",,
379,Tsantali 2005 Rapsani Reserve Red (Halkidiki),Red Blend,Tsantali,Rapsani Reserve,,Halkidiki,Greece,19.0,89.0,Susan Kostrzewa,@suskostrzewa,"The Rapsani Reserve starts with aromas of bitter cocoa, leather and tobacco, leading into savory sips of plum, chocolate, pepper and cinnamon. Intense and assertive, this wine will offer more generous black fruit as it ages. A serious wine that pairs with robust meat dishes.","Halkidiki, Greece",23.409392443373925,40.28948215
380,Porto Carras 2008 Malagouzia (Halkidiki),Malagouzia,Porto Carras,,,Halkidiki,Greece,22.0,89.0,Susan Kostrzewa,@suskostrzewa,"This exotic white starts with aromas of white flowers, lemon and mint, followed by fuller-bodied flavors of peach, apricot and flowers. Balanced with a viscous mouthfeel. The wine is well-suited for robust dishes—think lobster—but also adds depth to simple grilled fish.","Halkidiki, Greece",23.409392443373925,40.28948215
381,Tsantali 2006 Rapsani Red (Halkidiki),Red Blend,Tsantali,Rapsani,,Halkidiki,Greece,15.0,89.0,Susan Kostrzewa,@suskostrzewa,"The nose of this iconic red from Tsantali exhibits black currant, violet and pepper aromas, followed by cheerful but elegant flavors of red and black berries, spice and a lively acidity. Food-friendly with lots of character, the wine will pair well with red meat, heartier fare.","Halkidiki, Greece",23.409392443373925,40.28948215
382,Domaine du Castel 2011 Grand Vin Red (Haut-Judeé),Bordeaux-style Red Blend,Domaine du Castel,Grand Vin,,Haut-Judeé,Israel,75.0,92.0,Mike DeSimone,@worldwineguys,"Deep ruby to the eye, this blend of 70% Cabernet Sauvignon, 25% Merlot and 5% Petit Verdot has a bouquet of coffee and black currant preserves. It offers a frankly gorgeous interplay between fruit and cool herbal flavors, with black cherry joined on the palate by licorice, eucalyptus, butterscotch and flint. The drawn-out finish offers a surprisingly bright burst that inspires taking the next sip.","Haut-Judeé, Israel",5.443188,45.265489
383,Domaine du Castel 2009 Grand Vin Red (Haut-Judeé),Bordeaux-style Red Blend,Domaine du Castel,Grand Vin,,Haut-Judeé,Israel,75.0,91.0,Lauren Buzzeo,@laurbuzz,"This classic Bordeaux-style blend—made with 70% Cabernet Sauvignon, 25% Merlot and 5% Petit Verdot—is a stunner now, and it shows the potential to age for another 5–10 years. Black cherry, cassis and wild blackberry notes dominate the nose and mouth, but supporting accents of forest and cigar box spice add depth and interest to the fruit core. Thick and slightly chewy, the dense texture and firm structure promises longevity and additional development to come.","Haut-Judeé, Israel",5.443188,45.265489
384,Domaine du Castel 2007 Grand Vin Red (Haut-Judeé),Bordeaux-style Red Blend,Domaine du Castel,Grand Vin,,Haut-Judeé,Israel,70.0,91.0,Lauren Buzzeo,@laurbuzz,"A delicious vintage of Grand Vin, this wine shows great depth and drinkability now with the promise to age gracefully for at least another five years thanks to a ripe fruit center, medium acidity, structured tannins and superb overall balance. Black fruit and leathery spice dominate, with additional notes of black tea, licorice root, cassis and espresso grinds all fleshing out the complex and layered palate.","Haut-Judeé, Israel",5.443188,45.265489
385,Ulupalakua NV Lokelani Sparkling Rosé Sparkling (Hawaii),Sparkling Blend,Ulupalakua,Lokelani Sparkling Rosé,Hawaii,Hawaii,United States,28.0,87.0,Alexander Peartree,,"Light-salmon in color, this Hawaiian sparkler surprises with ripe raspberry and white chocolate aromas. Vigorous bubbles clean up the strawberries-and-cream palate, enticing the drinker for yet another sip. Enjoy with creamy strawberry cheesecake.","Hawaii, United States",-155.42837009716908,19.593801499999998
386,Squawking Magpie 2014 SQM Gimblett Gravels Cabernets/Merlot Red (Hawke's Bay),Bordeaux-style Red Blend,Squawking Magpie,SQM Gimblett Gravels Cabernets/Merlot,,Hawke's Bay,New Zealand,79.0,95.0,Joe Czerwinski,@JoeCz,"This blend of Cabernet Sauvignon (62.5%), Merlot (25%) and Cabernet Franc (12.5%) is aged in one-third new French oak for 10 months, resulting in a lovely marriage of vanilla and cedar with cassis. The wine is youthful and primary, but the oak and fruit are seamlessly integrated, blending baking spices and chocolate into the mix. Richly textured, with a long finish, this wine is delicious now, but should age well through 2030.","Hawke's Bay, New Zealand",176.7611456576855,-39.52565115
387,Trinity Hill 2013 Homage Syrah (Hawke's Bay),Syrah,Trinity Hill,Homage,,Hawke's Bay,New Zealand,100.0,95.0,Joe Czerwinski,@JoeCz,"This full-bodied, richly tannic wine delivers. It starts off with savory notes of cracked pepper, black olives, violets and cedar, then eases into concentrated flavors of blueberries and roasted meat before ending with a flourish of firm, dusty tannins. Give it a few years to soften. Drink 2020–2030.","Hawke's Bay, New Zealand",176.7611456576855,-39.52565115
388,Paritua 2014 Syrah (Hawke's Bay),Syrah,Paritua,,,Hawke's Bay,New Zealand,35.0,94.0,Joe Czerwinski,@JoeCz,"This plush, silky wine is a thrill ride from start to finish. Asphalt and black olive notes on the nose give it a rather rustic edge to start, but purer peppery notes emerge with air. And once past the funk, this shows layers of blueberry and mulberry fruit, maybe even a trace of apricot to go along with savory notes of olive and espresso that glide gracefully through the long, silky finish. Drink now–2025.","Hawke's Bay, New Zealand",176.7611456576855,-39.52565115
389,de Trafford 2000 Shiraz (Helderberg),Shiraz,de Trafford,,,Helderberg,South Africa,40.0,88.0,,,"This is a very lovely choice for an evening in with its sweet plum, pepper and blackberry flavors couched in smooth, powdery tannins. A thin vein of eucalyptus and a bit of acidity complements the peppercorn finish. This is sure to please each time it is uncorked.","Helderberg, South Africa",18.8344444,-34.0494444
390,de Trafford 1999 Reserve Red (Helderberg),Bordeaux-style Red Blend,de Trafford,Reserve,,Helderberg,South Africa,35.0,87.0,,,"This red blend shows its 51% Cabernet roots with strong red cherry and ripe plum fruit. Throughout, the notes of vanilla, cinnamon toast, and cream vie for attention over the likeable fruit. The snug, particulate tannins and alcohol heat make for a mouthfilling experience.","Helderberg, South Africa",18.8344444,-34.0494444
391,Hamilton Russell 2012 Pinot Noir (Hemel en Aarde),Pinot Noir,Hamilton Russell,,,Hemel en Aarde,South Africa,46.0,93.0,Lauren Buzzeo,@laurbuzz,"This opens with attractive earthy aromas of forest floor, cola, vanilla bean and toasted spice, grounded in a core of red currant, cherry and raspberry fruit. The medium-weight mouthfeel is lush and seductive, with fine yet structured tannins that result in a satiny texture. Pure fruit flavors dominate the palate, but the finish is layered with notes of white pepper, tea leaf and woody spice. Approachable now, but will age well through 2020.","Hemel en Aarde, South Africa",19.206177681612516,-34.4115921
392,Hamilton Russell 2015 Chardonnay (Hemel en Aarde),Chardonnay,Hamilton Russell,,,Hemel en Aarde,South Africa,34.0,91.0,Lauren Buzzeo,@laurbuzz,"Clean, bright and focused, this is currently showing its youth, though with great promise to continue to mature and flesh out with another couple of years. Notes of yellow apple, beeswax, straw and honeysuckle abound on the nose, while flavors of orange oil and honeycomb flesh out the medium-weight palate, with great verve and lingering spicy elements through the close. It's approachable now, but should drink best from 2018–2021.","Hemel en Aarde, South Africa",19.206177681612516,-34.4115921
393,Hamilton Russell 2011 Chardonnay (Hemel en Aarde),Chardonnay,Hamilton Russell,,,Hemel en Aarde,South Africa,32.0,91.0,Lauren Buzzeo,@laurbuzz,"Still in its infancy, this is a white that deserves some time in the cellar to truly harmonize and shine. Currently, it's rich and woody, with assertive notes of creamy pear, apricot, red apple flesh, honeycomb and baking spice. The round and lush mouthfeel offers additional flavors of mango and orange oil, lifted by a fine thread of acidity. Toasty spice lingers on the finish; drink after 2014.","Hemel en Aarde, South Africa",19.206177681612516,-34.4115921
394,Toljanic 2006 Zlahtina (Hrvatsko Primorje),Zlahtina,Toljanic,,,Hrvatsko Primorje,Croatia,13.0,84.0,Susan Kostrzewa,@suskostrzewa,"Grown only in Croatia, the Zlahtina grape is light, refreshing and redolent of lemon and citrus—akin to a Sauvignon Blanc. This one has a spicy lemon nose and a blend of lemon and orange flavors that stay light on the palate. Friendly and unique, it will pair with seafood.","Hrvatsko Primorje, Croatia",14.7034412,45.5317845
395,Apátsági 2013 Somlói Hárslevelü (Hungary),Hárslevelü,Apátsági,Somlói,,Hungary,Hungary,26.0,90.0,Jeff Jenssen,@worldwineguys,"This dry white has apricot, peach and white floral scents and lemon curd and orange zest flavors. It's well balanced, with a creamy finish.","Hungary, Hungary",19.5060937,47.1817585
396,Vinum 2006 Mátra Muscat de Bianca Muscat Blanc (Hungary),Muscat Blanc,Vinum,Mátra Muscat de Bianca,,Hungary,Hungary,18.0,90.0,Susan Kostrzewa,@suskostrzewa,"Citrus, flowers and melon on the nose are mirrored in the flavors of this elegant and lively dessert wine from Hungary. The character is fresh, fruity and powerful, but not overwhelming. A lovely balance of fruit and acid gives it sophistication and a food-friendly style. Very pretty and sure to please myriad palates.","Hungary, Hungary",19.5060937,47.1817585
397,Royal Tokaji 2010 Mád Cuvée Late Harvest Tokaji (Hungary),Tokaji,Royal Tokaji,Mád Cuvée Late Harvest,,Hungary,Hungary,21.0,90.0,Jeff Jenssen,@worldwineguys,"Offering great bang for the buck, this late-harvest selection leads with seductive aromas of caramelized apricot and baked apple. It has flavors of freshly baked pear, apple tart and honeycomb, with a creamy mouthfeel and balanced acidity that lifts the palate.","Hungary, Hungary",19.5060937,47.1817585
398,Carić 2008 Plovac Polški Plavac Mali (Hvar),Plavac Mali,Carić,Plovac Polški,,Hvar,Croatia,27.0,88.0,Jeff Jenssen,@worldwineguys,"From the island of Hvar, this wine has aromas of Chinese tea and cranberry juice. There's also a pleasant feral note in the complex bouquet. It has flavors of cranberry juice and black cherry tart with grippy tannins and a persistent finish.","Hvar, Croatia",16.4418127,43.1723573
399,Zlatan Otok 2012 Vrhunsko Bijelo Vino Posip (Hvar),Posip,Zlatan Otok,Vrhunsko Bijelo Vino,,Hvar,Croatia,20.0,88.0,Jeff Jenssen,@worldwineguys,"This has aromas of Bartlett pear and black Mission figs. In the mouth, there are flavors of pear, lemon and fresh picked apricots.","Hvar, Croatia",16.4418127,43.1723573
400,Zlatan Otok 2010 Vinogorje Hvar Sveta Nedjelja Plavac Mali (Hvar),Plavac Mali,Zlatan Otok,Vinogorje Hvar Sveta Nedjelja,,Hvar,Croatia,27.0,87.0,Jeff Jenssen,@worldwineguys,"Aromas of dried black cherry, saddle leather and freshly picked mush lead the bouquet, while flavors of black plum, cranberry juice and cherry cola flesh out the palate. Smooth tannins add balance and roundness to the finish.","Hvar, Croatia",16.4418127,43.1723573
